id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
365,-0.1120741176162089,-1.370471335069091,-1.1282887813415303,2.765731629520184,3.982435867903544,-1.6046258962798507,-1.0586137862929683,-0.2717130187638599,0.1091004504749442,-1.1528330209014277,-1.5235300902976388,1.8617885472678128,-0.3118526843293483,-0.1058146971416247,1.8505748191950036,-0.9278551917416482,1.4703590541726532,-0.4452837501526412,-3.156042383968151,-2.2454144007290444,0
1525,-4.231477579965974,2.1730074514619844,0.0336313015098329,2.3019763630787278,2.8269428865489257,3.0205665394764933,1.594146348186323,-0.4737513144737713,-0.3638884771308519,-0.3914852395744381,-2.868417201696392,0.1712696764769019,1.2269424143302976,-3.010067609158924,3.6054732066847626,-1.7521779272483493,-0.1400325994732458,0.1893366284406856,-1.9696921354724368,-1.2492612823393472,1
1914,-1.9281685573865133,1.6015139282569169,1.7369440902069475,-1.440055463088146,-2.1477546907658533,-1.4274306116645508,-0.6178936477303067,3.0431944541966995,-1.6923398219379318,-0.5738442829117406,2.6216434529371515,-1.3306062465101605,0.4252406865273575,1.195144272623358,-4.0705871321629,1.306855072928042,0.5527822659217791,1.559102014871775,1.7256137623997332,-0.4221552152603772,0
1957,-1.9533127446933751,0.5325264987136904,0.71267889763658,0.5254199819624721,0.7367296101092629,-2.481833080934866,2.5804696362437074,0.6540657557518696,-0.3756427412382893,-0.9938464305326766,3.2095218490928565,-0.7193505853193635,-1.3726739234720438,-0.7463341263440115,-4.768002901637193,-0.1207875505097149,-1.1242852891689354,4.217588398354081,-1.3730263463050196,-1.6030807521380503,0
1108,2.898587845186752,-2.257015181284829,0.7008664510548424,-0.950932077018621,-2.8489592206051686,-4.393949622663377,-2.115547353452455,0.0746344075342595,-0.0042274977472534,-0.0686005785725782,5.386707348206449,-0.5752897319410818,-0.3582198731863914,1.0791914898518893,-8.038623237984337,1.5517022352787329,-2.485183062571981,2.9878918601444315,0.5786026678251579,0.6170935479401171,0
624,-6.749778592306747,0.961874784176358,1.0133998231900496,3.1138495497681564,0.4003024123204732,-4.766629897804422,0.0314819593087032,-0.3438874773237916,-1.8249604812902065,1.0584100502205742,-5.182603401452537,-2.093848530411529,0.0425638691429459,-2.808134803475754,-0.6353951719931455,2.3745693264246714,0.8372606163420597,-2.891846004910657,-6.46546177986181,-0.1580364093187935,1
1102,4.244001380912275,1.9691782216753069,-0.9924596950201504,-2.384476161346088,-2.484419685091724,-1.5320306107555393,-0.5711306066265065,-0.716569556240348,0.0373370630289961,-1.0869918160391618,-2.06038525508518,-0.2910409024265761,-0.4758703964581343,3.2360080021012574,-1.661039820991553,2.927552387538676,-1.9443197310682856,0.0673606638797155,2.3030469130218165,0.6499755881725213,0
1913,3.938913606605555,-0.1932214517691556,-2.397559221682356,-1.4627588880315348,-2.783343154280717,-1.4568898733489652,-0.8105094890408671,-1.2923547611745512,0.6542408950358976,-1.132950976978281,0.2211938330519095,-0.5247201694684672,-0.9433629366166872,1.8498305332182556,-2.8403972873716623,1.6945662775791888,-2.482214885793129,0.2153143955567755,1.413145847599416,-0.0294023200858004,0
1634,3.4419578987291297,-0.5055751949920118,0.176255705574169,0.8755095928902769,-3.5768278249532286,3.9318463792515512,1.436259766798114,0.7802517245045049,0.4002645990580031,-0.3694959302071529,-0.7535277740061769,0.730216129590774,-0.1011403519555159,1.7257534484697554,0.5634274673132663,-0.4863493224871931,-1.9912527665392523,-3.8412914491850367,3.486578743715268,0.4017144380767703,0
814,3.047523586722641,-0.7839592180903325,-1.145720147405512,-2.847170247497989,-2.2877731323744026,-0.6562791661295153,0.6177884104387701,-1.0541561264742365,0.7329673163160206,-0.7229879570292739,0.8157233904617859,0.5064140977409405,-2.161187215682365,0.043008682447681,-0.8860973646314351,2.233874164329764,-0.8426281127745207,0.0150679086137678,2.3950727897021222,-1.7085680830594192,0
